X,Y,Z,Material,Classification
-9.083671428240129,3.3337498883016146,-841.6591160529827,B,Good
-3.8756760653825904,16.28889601007222,-638.8589382736793,B,Good
-1.6208930754924555,3.9086607008569523,-686.3193438936883,C,Good
-0.9207770313015828,9.19103455984008,-458.3995062873594,A,Good
-5.234039703761335,22.75396161619617,-655.2643912197464,A,Good
-6.097777896081951,23.289208290855978,-783.7846911916349,B,Good
-0.14435826864453105,2.4552011547094246,-558.0403851428857,A,Good
-3.610812025514644,8.37304271501452,-396.71590735186305,B,Good
-11.223009566245567,10.564592178555012,-195.72025760269753,C,Good
-0.023517980307188324,26.67747402970235,-329.21681619238655,A,Good
-4.4975558102387705,8.041385917764526,-640.4503340058432,B,Good
-6.796070879955013,6.674616206176946,-994.1130297116256,B,Good
-11.505508412164284,4.688412218999022,-388.70529219419313,C,Good
-8.02946813728277,4.0616411300411634,-239.84015158913235,B,Good
-12.296162950058749,5.990685890687936,-524.347505816443,C,Good
-0.3356601957042251,4.150312889621689,-510.4342867814269,B,Bad
-6.9888753448165275,7.562130562333213,-537.7159519864874,C,Good
-1.7160238896212245,9.836642729376969,-159.84294960357033,C,Good
0.7735334798431346,19.89897554659296,-194.29261352780657,C,Bad
-3.3293869262551326,7.7336856914402965,-96.41918466827258,B,Bad
-14.532432898122542,32.53545595411666,-800.6708044202957,A,Good
-9.742164683770298,14.83234472365711,-863.3457058800809,B,Good
-4.212809974420951,1.5897927911961904,-853.1814107148188,C,Good
-11.124709646870908,3.6764828338499633,-295.53262149505485,C,Good
-5.393616890568204,1.1199352381483791,-273.2657545572712,A,Good
-7.790314958922463,7.810943247638486,-924.7207851405886,C,Good
0.2898171979871851,8.297742672326157,-394.9700699251109,C,Good
-7.1468963287590235,10.923160381445854,-1002.6321733643832,B,Good
-1.0664911237675212,5.763077093893979,-478.0655226458846,B,Bad
-2.8034474305539447,16.712310624433858,-867.8436760076705,A,Good
-6.413228564032336,15.77818335206106,-169.96262948622996,C,Bad
-3.549328527064052,6.0389397933416475,-125.84280531668071,B,Bad
-6.948362634503333,20.49944549085055,-903.0838090993642,C,Bad
-3.285162470428708,22.561452615379523,-828.859414043463,B,Good
-6.974019447999272,14.656597934670847,-201.42782087982675,B,Good
-4.28998243698936,7.81987234872312,-338.56415173418713,B,Good
-4.841424829135128,10.669385187502153,-427.07162632904544,B,Good
-4.6733327135220035,8.114032536229134,-348.3952003957153,C,Good
-0.9209552203125391,17.083233828666735,-918.1996631199013,B,Good
-9.092592040923229,7.912342335669447,-496.0624167550169,C,Good
-9.223587330110416,8.550689045696778,-1000.0754575704275,A,Good
-8.453933590832047,7.379640914033734,-772.3217418478978,C,Good
-9.313558482033773,3.4499997078144986,-636.2518465941608,C,Good
-1.389889182290279,6.469432822896003,-580.3588813072959,C,Good
-4.586880570059236,15.715945249152885,-599.3603628796768,A,Good
0.8191896181665008,19.518026112195113,-185.40657411849963,B,Good
-0.542682222804908,6.353734724937013,-301.33241073093416,B,Good
-2.519905167097236,3.2925409882619165,-90.81403582994005,B,Bad
-4.6984406482807195,8.192347036294201,-490.79641241959894,C,Good
-8.449890858502137,6.097508091888813,-392.8920957353233,C,Good
-3.730372389799969,7.944561847199504,-437.839530778341,C,Bad
-10.382118554806471,20.05592530224584,-542.2197948590149,A,Good
-3.152498335165557,2.620795975649308,-529.4944505323112,C,Bad
-3.458645286605371,22.695822758330692,-44.53898265306077,A,Good
-5.2573996143769355,23.727127527356892,-372.18506171666047,B,Good
-6.40900288951007,15.67638927693005,-761.0256428854249,B,Good
-3.461255907089587,3.8067484576766706,-513.1449977693217,B,Bad
-9.399233334302433,5.1331044305301745,-949.2361992902819,A,Good
-12.928074726734335,29.74703009049668,-218.69372643509485,A,Good
-9.748415703749213,4.086095912852583,-110.79912455277872,A,Bad
-3.7883908572585714,7.920475717880335,-915.9570474743065,B,Bad
-5.889064209543071,4.195273164645047,-51.057873163671275,C,Good
-2.425992911219086,2.360400651772231,-703.0190335362768,B,Good
-4.132068997667291,9.86148942772835,-67.99951170848908,C,Good
-13.349880803514868,31.04775552495299,-584.8846510728304,A,Good
-1.3795326967127366,14.472546928760927,-961.90861872956,B,Good
-1.7831938252576638,5.812574094647543,-706.3893861971299,B,Bad
-4.788456183326156,10.420532374934067,-38.75755172426523,B,Good
-9.444453212039312,5.1855352916169055,-642.719972044086,C,Good
-6.896328652106918,6.345842778605917,-619.5136340835948,C,Bad
-3.6136265681536464,5.757099730646777,-837.1072648892109,B,Bad
0.5789099732813199,5.821515029111176,-839.3908782489774,C,Good
-9.895719820007802,14.08675648154291,-771.7391922559332,A,Good
-5.4786724513224385,22.110292114099146,-315.2385406785111,B,Good
-5.982014281422188,9.339456277235291,-503.34998632126917,C,Good
0.7618372542458349,19.396171067607774,-587.5349833030693,B,Good
-6.423841906252209,22.82307289349687,-421.2454339001165,B,Good
-1.5917308176923566,7.4915575010982725,-535.1600749097329,C,Good
-8.076137914266155,4.230923351359486,-816.8718846352886,B,Good
-4.160284103743244,31.387153591161663,-18.07325146543758,A,Good
-3.508630195138851,12.489438751412624,-199.38142620536053,A,Bad
-10.018950856427711,8.22016318816524,-206.76860453334302,C,Good
-8.887613427043876,1.1696201805301563,-403.54365643133883,B,Good
-0.45369217833157016,9.122913237971892,-798.630799899794,C,Bad
-5.4150241245806185,12.895483045206348,-902.8732093279463,A,Good
-14.732865551362442,17.916520167677568,-184.31137410928795,A,Good
-8.160113536742253,5.340741771080495,-476.3421213761259,B,Good
-2.0188255529607204,16.259858639982554,-567.3319418010385,A,Good
-0.19894922387809721,6.389717965397929,-21.596217645127354,C,Good
-11.975184107006015,26.495305502577583,-703.5235460611606,A,Good
-6.468900476339947,4.78859916220895,-52.009817353742164,A,Good
-7.804784371402353,5.270122801206604,-374.09530213787923,C,Good
-6.424715789175632,11.365403655251697,-845.1574447556663,B,Good
-4.740845957362966,13.568407922499759,-279.8833623829313,A,Good
-1.6617654166290272,8.416740879668914,-161.81870412031492,C,Good
-3.1759351444191113,17.455430554947625,-749.7216197041786,B,Good
-4.894995144810598,5.951054160630534,-106.4279426772531,B,Good
0.1597763417256921,24.892749889261204,-520.2725493291189,A,Good
-8.257439120582841,5.851130187255619,-923.6395308679329,C,Good
0.9878153862722723,18.243996541284364,-41.399212931546,B,Good
-1.1497925336348729,11.508843459082676,-363.5301097591132,C,Bad
-8.429577166567999,22.437878568086727,-332.46098468487185,B,Good
-2.000757137005717,6.705232399457891,-650.7522155845281,C,Bad
-5.263080170053097,1.5720957265304776,-198.65487840719595,C,Good
-6.0761975125210785,20.931173961990353,-326.5336585209644,B,Good
-9.17137347287676,3.5171741955192672,-446.5000636864396,B,Good
-14.279611724936592,1.2565785563649072,-396.4804763179842,A,Good
-1.0887093159980772,3.088624484538048,-650.8807009675115,C,Bad
-4.686572129127709,2.4966800593760077,-971.3751087123196,B,Good
-1.1520363278698422,19.729230682794153,-659.5489058599911,B,Good
-9.883820766375639,11.160262755450677,-488.8763073340225,A,Good
-5.699377923048159,30.22171166680749,-236.00408774548964,A,Good
-11.401155713265563,6.297090286983124,-124.42296141879012,C,Good
-8.062035352824756,21.97431447229048,-798.5199577744934,C,Bad
-0.6100490368491123,3.5103160878957427,-740.5621505385511,C,Good
-9.363555450630606,2.621665255290756,-912.524929419556,C,Good
-6.103276238940204,9.707766046554616,-804.4046264434007,B,Good
-9.263003334686976,21.046463181721105,-764.7086591215582,B,Good
-5.852874238178653,6.558237344836606,-733.5998573424997,C,Good
-10.813417994369356,7.558624302684919,-336.00726636936383,C,Good
0.01076311015203757,3.1457080034685383,-561.172618077572,C,Bad
-8.237447997099766,11.703937232480195,-976.9625844954599,B,Good
-4.157182044554746,22.590858895511715,-418.0755195127052,B,Good
-10.74565136878891,32.879600191196175,-431.16018525021957,A,Good
-10.784581566235618,5.78988966981397,-293.716305360556,C,Good
-9.029997999137555,20.75409895497739,-143.72597603905865,A,Good
-9.574131301876626,21.624411081135744,-433.30483818378036,B,Good
-12.314063212335894,1.9504189727024315,-381.4897310168842,C,Good
-9.316498324344797,2.338214709976114,-541.894784329347,B,Good
-0.2058264502238174,15.154780935302,-32.87081141233125,B,Good
0.9262955122527998,4.963778890963639,-501.127725572735,C,Good
-2.1666921812294357,8.129426031674063,-493.11560011225924,B,Bad
-3.3774642697069144,6.469457640802499,-150.32757304988468,C,Bad
-17.291912505778573,9.845326425471393,-796.5914325060696,A,Bad
-1.813000774310387,5.350508031280151,-853.9292386381836,C,Good
-10.504917633263421,27.99810175808635,-474.3196271662289,A,Good
-3.4888358426060284,6.9459438244235585,-205.93841934631996,B,Bad
-8.668060571606741,30.8510264493096,-234.53302635824843,A,Good
-8.500145386974383,33.55694284494142,-894.6517728433837,A,Good
-7.03429397813313,23.01851393456736,-471.83800774106646,A,Good
-15.389289390164604,9.014678283128589,-788.5410645133685,A,Good
-8.6017350239702,10.872130650243996,-927.8996617004859,C,Good
-0.6224239103970639,11.277270915636661,-904.2586759688518,B,Good
-6.089987660968042,6.309939012245177,-489.15697615890883,C,Good
-0.9477130183448654,18.88322297707926,-490.4865017412899,B,Good
-9.288141711620558,4.0328304218530135,-507.829177185037,C,Good
-0.14501271627135637,5.428405432087663,-480.8708839346947,A,Bad
0.37225687528930784,9.619067054734042,-556.082230883351,C,Good
-0.8864064610555396,8.01002431246819,-61.61232455546303,B,Good
-9.527350749091053,9.498866038158862,-259.22599002744016,C,Good
-14.810589564170522,17.7954591827165,-278.70915233510493,A,Good
-3.21236607844323,3.16351499780723,-619.1775152138974,A,Good
-6.561518635195803,14.366127019844205,-653.8255278489482,B,Good
-4.635370060669709,8.338269037178787,-266.4692791803857,B,Good
-11.352325511953442,6.803967243309213,-596.4707307061308,C,Good
-16.682880153221532,2.9333875236798495,-482.7256888019773,A,Bad
-12.272453584387009,10.046394435203293,-116.35986344512276,C,Good
-3.5849134200723523,6.7944276637307475,-36.644337619737826,C,Good
-0.14789267626938063,14.703136283830943,-122.8197852086563,B,Good
-3.330338560979065,21.935423000987317,-959.2865925482868,A,Good
-8.470674207468937,10.993039846051259,-846.9021270187067,C,Bad
-2.3280781743950296,13.066410561523837,-563.7077606230799,A,Bad
-13.127789737526697,11.287854778614282,-121.63552485381047,A,Good
-5.274286762237261,15.500220507541222,-772.5881645314222,C,Bad
-13.649442956619119,11.063049917235865,-178.8325968343065,A,Good
-3.639222527202856,4.133857047081493,-226.5808865018206,B,Bad
-5.181535512401154,4.588011804881549,-419.556835468274,C,Good
-3.147338910868653,9.96858556196871,-671.2722185855494,C,Good
-8.224060706060474,6.019111053898952,-820.8793129363762,C,Good
-12.354678382923124,16.767774569075844,-268.0985939144639,A,Good
-3.483356898268637,8.373014657480713,-21.994805203254487,A,Good
-4.303367660921839,1.3996580237815905,-855.331612221014,B,Good
-1.771385712885345,1.9767614637498454,-479.92296706453703,B,Bad
-8.09073196533361,30.84370559092931,-27.847063864630968,A,Good
-11.57298125864317,2.604617872286312,-822.1996798558358,C,Good
-7.267895068362299,6.70607976554268,-480.4434670549201,C,Good
-6.742192383825609,21.033607172359446,-708.5693735605437,B,Good
-7.825904941534217,18.964662387293895,-933.2303149433671,C,Bad
-1.654860535258246,3.2315876972590942,-433.65451741476863,B,Good
-2.4651671383550458,4.03984265391513,-832.9230665626073,C,Good
-7.4208789633939505,4.515623635320052,-685.4087321344256,C,Good
-11.584229241852588,10.347825871929416,-500.1109976192562,C,Good
-12.286393847887735,8.135821714508152,-427.90666470388487,C,Good
-3.537801572218336,6.783155468254851,-768.9376034277441,B,Good
-2.7557564877319924,16.152197755397303,-983.3533784547567,B,Good
-0.9994080281654991,10.46331915208708,-819.1648729899771,C,Good
-8.091050576685294,2.038677728074182,-556.7146377904721,C,Good
-8.298375063072745,5.301755493065528,-935.5908652910723,B,Good
-11.023735000012177,9.273196395613647,-588.3004017283354,C,Good
-9.906958452524394,29.441915098494647,-57.03974022410671,A,Good
-3.833866214279256,22.460401832095723,-536.4037711983876,B,Good
-3.5449465443998296,5.629921449991905,-286.6608837946102,B,Good
-9.562250256862423,8.721329939686314,-160.70108895541773,B,Good
-2.23732915883802,7.530198271707253,-847.921838075822,B,Bad
-4.655187659472004,24.748426467393934,-737.3100404878234,A,Good
-4.886215762820609,10.107806398687059,-173.34103773452648,C,Good
0.35651581689899814,1.0191820555646416,-383.3999208651078,A,Good
-4.8865118394971825,23.317854734101562,-684.8825171891355,B,Good
-7.839237964622344,17.889912734445552,-435.2233513922265,B,Good
0.6825064070757145,7.571155091842677,-558.1863303227547,B,Bad
-1.6485097479282445,2.9883412570318875,-929.3431911707522,B,Good
-11.776060968435528,10.24350778686469,-611.7238339756884,A,Bad
-14.412306877820821,33.39888379219803,-966.082329140814,A,Good
-5.612427386485744,12.923655096014151,-166.9645361107863,B,Good
-10.792217452247591,7.507840848483051,-190.89391499968576,C,Good
-2.4487125812154193,1.5888543362556469,-119.90225200564919,C,Bad
-9.606289143126322,2.176507329275701,-345.45439741299447,C,Good
-7.602079391413589,20.511153752806162,-180.79643418153978,B,Good
-1.5135412939529242,8.864959153819633,-130.60314084188258,C,Good
-13.354719513162927,15.977344935773356,-529.6499638789489,A,Good
-14.627210018246831,11.684824432235018,-856.1386875672562,A,Good
-7.239400730971752,16.830191474748958,-631.1906450221397,B,Good
-6.615364467476334,8.964830413015896,-725.45553482677,C,Bad
-3.5861605875490783,19.06121148543026,-310.0214000723961,B,Good
-7.941082654987573,6.9420377463057825,-789.2988726268406,C,Bad
-3.6687134458551287,5.61381612152463,-747.9094294764932,B,Bad
-12.998200801022106,27.648442029473944,-769.6347874598227,A,Good
-4.577314382476894,28.529239414847048,-868.474129886072,A,Good
-3.6379354423849417,2.8019036789719394,-789.6843153964752,C,Good
-5.333072138978006,33.32199752917995,-748.9679107522438,A,Good
-11.450996595687482,5.0358109261564366,-1010.8465473733568,A,Good
-1.7378033390154126,15.88921601314049,-742.3188428287299,B,Good
-12.235060455274766,15.231859230555681,-823.7210740233336,A,Good
-2.0390968809085983,1.7597286437355368,-563.398508073371,C,Good
-6.093430738715886,9.793555994221125,-123.44961005461892,B,Good
-9.977798664976643,9.593473709023451,-913.8935092696364,C,Good
-1.51454598919317,14.034692333208081,-899.861213499515,A,Good
-0.18413880042401232,6.061885717133144,-217.68414221923092,C,Bad
-9.02976147845902,7.869904280495156,-110.24953255415016,A,Good
-7.648141233669865,25.287555834327414,-251.14124457086916,A,Good
-3.6233217898912287,32.76164263186239,-253.52432730989017,A,Good
-10.476830805787824,13.187489308876625,-459.63208322450373,A,Good
-5.41599434758691,8.288195219302569,-529.6366383347689,C,Good
-3.3501843571304626,9.20054773474009,-861.2428906740338,C,Good
-15.560052259206536,4.248893208502611,-97.8479685497465,A,Good
-15.854585760963838,8.511941423466517,-82.01630907605124,A,Good
-4.487474859333156,10.047540179719325,-904.8293908795363,B,Good
-3.6841230106861165,18.00747524452104,-306.20426621039076,B,Good
-8.355406587794864,6.191510764171778,-695.1513004141884,C,Good
-1.9544613866138754,13.140593335161844,-376.98767469295626,B,Good
-6.778731480932457,4.214207330178244,-157.43605416572404,A,Good
-0.25346963331371786,6.886160252621969,-106.25158745819795,B,Bad
-3.5271440551823314,5.471176496283443,-386.1577933989777,B,Bad
-0.7834976542135603,12.924507970977531,-629.7923608696872,B,Good
-15.24036895449295,21.5787134975264,-645.5920158124031,A,Good
-9.054323418585872,16.495428621379425,-733.9435778991161,A,Good
-9.243308010209665,13.758126540639324,-492.64075259757374,B,Good
0.33213629290292523,8.77216366443712,-885.1789222216751,C,Good
-12.08219479251361,2.5659426500868907,-515.8087603124288,A,Bad
-7.532018385718127,10.5294575675671,-548.5346985346714,A,Good
-10.285049267244126,23.5163933759428,-885.1149718603215,A,Good
-0.8622444939893619,9.007202359345097,-647.4864802685775,A,Good
-0.7626663836676038,2.6266545332212097,-892.3490876062731,B,Good
-11.002156106579278,7.657009287727135,-917.2306864450176,A,Good
-8.262132790551174,4.4409727587453425,-286.2971982433563,C,Good
-7.779204210282655,10.804663332299741,-185.32030250869502,C,Good
-0.4733526369678618,10.709580478066437,-487.1763135202831,B,Good
-0.28829080398881324,5.658970468011571,-733.6444089408906,B,Good
0.4794807591567789,1.624858026143503,-874.0000441131334,C,Good
-5.271885006721749,18.096119313951778,-267.1700484255156,B,Good
-3.7354825497973154,4.617881690696713,-354.06179777220166,C,Bad
-0.42303141228564556,12.419451458656965,-665.0457930218942,B,Good
-14.879866673306099,23.795842225268675,-221.55366559319702,A,Good
-12.837338570997547,29.91122960294113,-263.88965969431354,A,Good
-6.037237441775233,9.189938430829441,-959.515425011417,B,Good
-8.506020792566027,6.964019479951822,-875.9552822109192,C,Good
-9.41242232453114,7.266216013859195,-719.3538405892446,C,Good
-6.77868155602159,2.439095388125695,-234.35787912207888,C,Good
-6.207774445099675,22.160690335259794,-56.04942963688927,A,Good
-3.9801744670954164,2.4232121301874443,-209.17167114281915,A,Good
-6.071244681628121,23.09858713170847,-543.4923186390968,A,Good
-4.999239721125948,14.26167780823452,-718.3889599836084,B,Good
-10.892785042444086,15.20862998882286,-693.796477075362,A,Good
-11.554830258824614,3.556586730227971,-907.5866295230543,C,Good
-1.6671493825011288,4.670079516337801,-239.2736796774775,B,Bad
-3.035243855834688,1.909544983313431,-728.5137543488422,C,Good
-1.8356144092141848,5.115550860533899,-415.64061476018594,B,Bad
-14.459526740608423,32.35836738595784,-246.0385038242473,A,Good
-8.200661742473756,26.12959420992998,-887.7795862514439,A,Good
-9.32403715069512,24.746642134261222,-406.00043902783966,A,Good
-8.29477327431273,4.429604516320385,-718.7162465051384,C,Bad
-9.170095874014322,10.255232273001083,-293.05527103399083,B,Good
0.2771467485341166,3.659612088985952,-519.7134880836165,B,Good
-5.754265040916734,9.000187367437263,-788.5603684603068,C,Good
-4.824359807959855,2.607674074695151,-299.2668605755084,A,Good
-5.650681451538748,5.63016920827288,-306.9907074671903,C,Good
-9.574585770389216,7.204381394121736,-595.4454417421903,B,Good
-2.0302510010901385,7.279486993116951,-363.16789018748455,B,Good
-6.869380583095378,12.650944307535251,-686.3789532256487,A,Good
-7.552324342307859,11.534851684597651,-292.62257122007236,A,Good
-10.261388978731542,10.73492127385439,-645.6598058615764,A,Good
-3.241433289774238,2.2926054451195412,-111.7302466418165,B,Bad
-6.241030446058449,3.8740125241649466,-545.5980836958336,B,Good
-2.6802866370454534,28.221387019136507,-94.14147994304176,A,Good
-1.0972062605043416,8.072764365266792,-43.69242270535153,C,Good
-5.051016674313693,10.140409633319804,-67.6025280694455,B,Good
-11.803389400505765,11.433368443928998,-867.5841158304413,A,Good
-14.346776606518656,32.715665867279014,-587.803463892043,A,Good
-0.9543433715686902,17.29796899954114,-1.3576152105298434,B,Good
-5.664992475257925,12.626860315234802,-831.1063243634214,C,Bad
-4.636722494995604,6.808182454209696,-628.188855526607,A,Good
-2.760196885870684,8.902443173459549,-10.900640437096513,C,Good
-2.685056332633396,14.397945887474789,-184.185419953811,C,Bad
-11.796876082631725,17.418319564405138,-960.5225013114657,A,Good
-3.9199306830810574,4.061473733430322,-387.6221401383772,B,Bad
-8.212638750347026,2.763338667366474,-613.687420593973,C,Good
-5.718390651027901,10.926998671344297,-971.9687251854006,B,Good
0.04157713291663612,13.403528465237343,-381.87975043978906,C,Bad
-8.61661857401224,8.506506792798582,-71.36151743436767,B,Good
-3.7716439341697603,5.339445513203789,-785.9808237124162,B,Bad
-5.249508013426026,1.5195033290575317,-386.7194096417104,B,Good
-8.827861812993202,8.606081004157273,-947.4809378570181,C,Good
-15.804276927204503,15.166609625300296,-781.5521058093623,A,Good
-6.039947715420279,7.791684731981874,-415.61957132991165,A,Bad
-5.4021654694053645,5.303113826968453,-726.940758627866,B,Good
-3.7216450556105345,5.952936898522772,-692.1154942727437,B,Good
-9.621981588276148,15.407666239945918,-533.5435996163733,A,Good
-6.146236596131727,22.031893648415647,-469.41923317387864,B,Good
-3.1952928519842807,6.2966365459498626,-815.1199057090885,A,Good
-1.7478311959959179,21.122624100264794,-245.47709857863254,B,Good
-15.315819598180633,4.461923482031164,-876.7263928750466,A,Good
-11.124594331273785,2.0381699584461455,-658.118778897119,C,Good
-6.327462618548532,17.92432240966283,-797.3720483391303,B,Good
0.0006534677106468934,13.708966261503436,-203.0298685350233,B,Good
0.7861917824395643,16.31624916070983,-797.6906906024863,B,Good
-2.4482160627275142,7.972216892657212,-458.47153262760025,A,Good
-13.748407427208459,6.776937142006527,-668.765877093386,A,Bad
-11.853826878313464,1.9156851600507103,-718.8575253567068,C,Good
-4.154121726447622,2.014092474325505,-589.0954422684007,B,Good
-1.7422869354570771,17.678951139249957,-773.4312424189113,B,Good
-13.452289825465158,3.3873254971619886,-279.99213988554493,A,Good
-8.84390296722783,13.205969077005713,-858.1451861796525,B,Good
-7.4560948303245524,13.56795584947857,-966.3994671842305,B,Good
-6.397535568250044,31.360075431616483,-381.69468767233843,A,Good
-0.7665525815464171,1.641173753107518,-500.5555901928542,A,Bad
-12.046900106905415,8.23232298083871,-221.52144581694085,C,Good
-3.7093386001716038,14.864763683443423,-355.2579662355149,B,Good
-14.404464433908897,5.764311802005583,-310.6093283376895,A,Good
-9.7101938642324,6.842607034404488,-857.8019639413607,C,Good
-6.392055668437675,14.871962850772366,-270.5689035334642,B,Good
-9.884067022572584,11.162534892149655,-408.14152757631086,B,Good
-1.8881361907862129,7.541392398840735,-230.930412717555,A,Good
-0.6983330984468381,6.0543889730029745,-534.5682307153636,C,Good
-0.7128284419562316,6.455978859630524,-145.89960691944475,C,Good
-10.43567987728926,4.265928941738438,-243.94626188757547,C,Good
-4.2526345971095045,5.814955989504339,-151.7277889767754,B,Bad
-1.7901482629221253,18.919363622810607,-6.278984586266802,A,Good
-6.122153062291874,18.336049574931003,-45.02460525302354,C,Bad
-12.99990522410569,26.30269815869037,-253.70784606432937,A,Good
-12.358573460985294,12.647844610533141,-633.743487202416,A,Bad
-6.463129889672247,16.944136022485544,-482.02916596391583,A,Good
0.9028092328945458,7.900624703603826,-887.5799090541842,C,Good
-5.66156800736254,5.764685234455034,-575.0733962059865,C,Good
-8.229127537422793,19.77031893089322,-127.08903073081945,B,Good
-9.893781434262666,9.811611255656757,-462.2579051654235,A,Bad
-0.19039763535924337,4.916841279678739,-259.01170332728566,C,Good
-15.702964137935973,32.35509416923933,-569.5146062735253,A,Good
-4.0868252130469305,32.73787890930952,-617.6624351127505,A,Good
-11.696842447012024,4.455183044086078,-893.761035114989,C,Good
-2.3528293340184927,1.4926780294136925,-734.5144606941138,C,Good
-11.679335510171608,13.446538874658842,-994.5535178653256,A,Good
-4.29613433954639,12.92911986308939,-924.6373989222546,C,Bad
